p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
3.417310220108723e-59	1.297673793502986	0.215	0.05	1.290820589441668e-54	7	Rnf151
5.224304423692685e-187	1.2961943028458491	0.305	0.032	1.973376509961438e-182	6	Spata7
7.544741901624912e-52	1.2814808632931465	0.117	0.017	2.849875358500778e-47	7	Sgms1
5.987735891523325e-27	1.273084124534826	0.131	0.033	2.2617474783051057e-22	8	Hsp90ab1
1.3975515484977843e-31	1.262390951595374	0.201	0.062	5.2789714641406806e-27	8	Rpl18a
1.540150538753089e-48	1.2610747659470203	0.127	0.022	5.817610630032043e-44	7	Nup153
9.06498402043981e-187	1.2570046138752438	0.319	0.036	3.4241164140407295e-182	6	Aif1
4.617175600236478e-162	1.2515177649173324	0.362	0.056	1.744045739477325e-157	6	Ipo5
4.4754051317586e-52	1.2481171535626283	0.115	0.017	1.690494780419176e-47	7	Mfap3l
1.0311856780980604e-65	1.2472005113496096	0.249	0.061	3.895097661879803e-61	7	Tpt1
5.417849448959179e-29	1.2465776239497304	0.129	0.03	2.046484272355351e-24	8	Malat1
1.9139211024721432e-93	1.2442940563049056	0.11	0.007	7.229454180368027e-89	7	Pkm
1.3971628650706929e-193	1.2369527262776763	0.327	0.036	5.277503290231528e-189	6	Nt5c1b
9.634695477000603e-21	1.2365461551889982	0.135	0.042	3.639313522527438e-16	8	Rpl7
7.885497347764898e-172	1.2349977309697715	0.322	0.04	2.978588913171235e-167	6	1700019M22Rik
3.481782572141474e-59	1.2310709216376614	0.101	0.011	1.315173730974999e-54	7	Atad1
1.7294167943805157e-19	1.2295597832865788	0.176	0.068	6.532526057413522e-15	8	Tpt1
6.075535160253208e-156	1.227521663963941	0.253	0.027	2.2949118960824443e-151	6	Bcl2l14
7.390394024645243e-43	1.2212035498461207	0.122	0.023	2.7915735349292475e-38	7	Sec14l1
7.037881778717071e-271	1.2210659892997793	0.645	0.197	2.658419084274799e-266	2	CLU
2.209880912426753e-182	1.2160548682714027	0.306	0.033	8.347383170509574e-178	6	1700019D03Rik
4.633737398709683e-40	1.2071509866534713	0.745	0.507	1.7503016276146084e-35	9	MT-ATP6
1.5936601522448596e-153	1.2047350407498363	0.243	0.025	6.0197324930745085e-149	6	Tex48
2.7517802701120497e-131	1.2025038163826849	0.185	0.02	1.0394299614294246e-126	5	Hsp90ab1
6.4475772312889034e-133	1.2017906476094544	0.216	0.023	2.435443347574757e-128	6	Luzp1
8.613807728702987e-220	1.1972526211291799	0.587	0.175	3.2536935933629793e-215	4	IGHM
2.593603463635179e-140	1.187477504444614	0.283	0.038	9.796818363189162e-136	6	Spata20
1.4391928365685474e-147	1.1839350439425191	0.254	0.029	5.436263101570374e-143	6	Cep295nl
4.8969141608344705e-169	1.1723047011946002	0.411	0.069	1.8497113859720045e-164	6	Pgk2
1.6298657908308737e-307	1.1712904612087538	0.886	0.451	6.156492051705459e-303	4	MT-ATP6
8.729152761614514e-134	1.165885344346561	0.264	0.035	3.2972628726446506e-129	6	Spaca9
8.110325862336455e-161	1.1624036991044153	0.3	0.037	3.063513387980349e-156	6	Fam71e1
6.797500731215081e-172	1.1574168366802584	0.313	0.038	2.5676199512018724e-167	6	Ccdc54
1.3793335074649626e-153	1.153763097754702	0.302	0.04	5.210156457747403e-149	6	Irgc1
1.2726968100189488e-276	1.1512487490970762	0.613	0.184	4.807357660484575e-272	1	CLU
1.7901059651616707e-146	1.1506338279932775	0.269	0.033	6.761767262205179e-142	6	Gpd2
2.6439122421782845e-139	1.1444187974525994	0.294	0.042	9.986849712380034e-135	6	Cst8
8.849072025571895e-129	1.14289895520047	0.158	0.011	3.342559976219272e-124	6	Epb41l2
7.208195145889674e-149	1.1396835606602207	0.218	0.02	2.7227515524569064e-144	6	Prr30
5.103454762274325e-168	1.1296287933762446	0.229	0.019	1.927727967353881e-163	6	Iqcf5
1.411211079428136e-117	1.11926581118345	0.129	0.01	5.330567610323899e-113	5	Hnrnpa2b1
5.093921798690928e-205	1.1128403003423797	0.422	0.058	1.9241270810195243e-200	6	2610318N02Rik
2.7614183643339624e-187	1.1127170452333737	0.57	0.117	1.0430705587598676e-182	6	Lyar
9.821374599696467e-117	1.103772329202466	0.207	0.024	3.7098278275433467e-112	6	Samd4
2.540193103520526e-31	1.0930690704075008	0.163	0.042	9.595071409928083e-27	8	mt-Nd1
1.0510330094257725e-123	1.0711804878157112	0.101	0.003	3.9700669865039706e-119	5	mt-Nd6
3.2479223074527665e-200	1.0695965728541728	0.648	0.141	1.2268376931941334e-195	6	Hsp90aa1
6.828666456909533e-69	1.0661513150601873	0.118	0.02	2.5793921807684377e-64	3	PRKAR2B
5.0776072016949696e-114	1.0612907117616481	0.207	0.025	1.917964568296241e-109	6	Pkib
4.062436028628311e-142	1.0598502063661162	0.253	0.029	1.534503961093772e-137	6	Iqcf4
6.142985653096402e-196	1.059132620765395	0.627	0.141	2.3203899707441038e-191	6	Odf2
4.816668116970809e-132	1.056211590348606	0.259	0.034	1.8194000478233837e-127	6	Prm3
4.35478012719479e-97	1.044425531540067	0.183	0.023	1.644931097445288e-92	6	Mtfr1
1.5966890709772154e-125	1.0408787130151733	0.163	0.012	6.031173627802236e-121	6	Mfap3l
5.788804830445211e-116	1.0385471227630654	0.237	0.041	2.1866052486040697e-111	5	Rplp1
5.742369242614897e-167	1.0364649709878886	0.472	0.092	2.169065134012925e-162	6	Akap12
4.599709383921603e-193	1.0361921940994838	0.415	0.059	1.7374482255887072e-188	6	Hmgb4
5.204487762517322e-118	1.0296818295108154	0.193	0.02	1.9658911625356678e-113	6	Proca1
4.0168981930052444e-89	1.0294585133757552	0.161	0.033	1.517302954443871e-84	1	AKAP12
2.9491722104262886e-106	1.021141527534955	0.133	0.01	1.113990819044322e-101	6	Hsdl2
3.4692949391151355e-135	1.0201489436363198	0.412	0.086	1.3104567773519602e-130	6	Tcp11
4.591738197026795e-137	1.0196251775723881	0.321	0.051	1.7344372691629313e-132	6	St6galnac2
1.839419474260764e-112	1.0142322956884104	0.284	0.049	6.948039180125184e-108	6	Nrd1
2.014690507092883e-102	1.0007436364113178	0.19	0.03	7.610090452441947e-98	5	Rpl7
5.092301779875611e-213	0.9965300730573743	0.628	0.213	1.9235151513124146e-208	2	NDRG1
7.347795595789304e-90	0.9876988322810462	0.142	0.014	2.775482830397494e-85	6	Gm16486
1.3575830801886114e-111	0.9847980734532173	0.25	0.047	5.127998568796442e-107	5	Rpl18a
1.7816700656421487e-89	0.9820385115593859	0.175	0.023	6.729902338950088e-85	6	4930563D23Rik
1.2815821354237952e-177	0.9797671633147176	0.442	0.074	4.840920200136301e-173	6	Spz1
2.085420532978461e-112	0.9782504162943003	0.235	0.033	7.87725897921954e-108	6	Fam71d
1.5254767654926584e-65	0.9688182625614856	0.112	0.019	5.7621833862954185e-61	3	PPM1K
6.11329580864892e-65	0.9648469138533899	0.133	0.031	2.3091752258009565e-60	1	COL3A1
5.191168968015935e-33	0.9578076315804267	0.177	0.054	1.9608602542886593e-28	7	Tex33
5.893626206085638e-108	0.9571901414108903	0.272	0.046	2.226199426824728e-103	6	Hk1
2.0981115549950693e-99	0.9554968010442078	0.209	0.029	7.925196776682875e-95	6	1700003F12Rik
2.618459415141296e-147	0.9549960499491548	0.34	0.052	9.890706748813218e-143	6	1700009N14Rik
2.5382640203174993e-105	0.9521891089614349	0.27	0.047	9.58778468394529e-101	6	Fam46c
1.0932558611026492e-78	0.9493196176209121	0.218	0.041	4.129555364143037e-74	6	Srpk2
5.0972528810832856e-141	0.9459955000376732	0.359	0.061	1.9253853307715895e-136	6	Odf1
3.408800594854533e-97	0.9436149020850266	0.387	0.1	1.2876062486944029e-92	7	Actb
3.2536395132783826e-274	0.9325328485735782	0.622	0.097	1.2289972533506434e-269	6	Smcp
1.5358258364018115e-79	0.9192507460633035	0.201	0.034	5.801274931840563e-75	6	Ankef1
1.4317505661811805e-51	0.9152626813726683	0.187	0.062	5.408151413636174e-47	4	HLA-DRA
8.980584776492707e-105	0.9132034227404101	0.243	0.038	3.39223628762459e-100	6	Rnf138
3.0223206121138254e-74	0.9095601374715823	0.147	0.02	1.1416211648137553e-69	6	Cfl1
2.940844483015156e-87	0.9018410890960721	0.186	0.027	1.1108451865693147e-82	6	Lpin1
2.157048845603697e-25	0.8952639279914116	0.129	0.033	8.147820604498844e-21	8	mt-Nd2
1.6882090222113161e-81	0.8927567495370893	0.194	0.031	6.376871939598805e-77	6	Eef1d
3.4041723252461714e-68	0.8894310101624175	0.16	0.025	1.2858580124152364e-63	6	Malat1
1.1957450056896709e-93	0.8837485391137472	0.229	0.038	4.516687609991594e-89	6	Tmem53
8.320291993072675e-11	0.8824702987995112	0.165	0.081	3.1428238945433414e-6	8	Hspa5
1.1254463239439779e-13	0.8817603510455132	0.141	0.064	4.251148399433588e-9	7	Rpl18a
5.453336810328447e-87	0.8790758730267273	0.196	0.03	2.0598889133653643e-82	6	Ube2j1
2.562957350489053e-93	0.8764054723498487	0.556	0.225	9.6810588000023e-89	5	mt-Rnr2
4.1357691712686095e-77	0.8703396118459512	0.303	0.09	1.5622040890632918e-72	5	mt-Rnr1
6.705534722897949e-71	0.8701820268518952	0.157	0.029	2.5328816308802426e-66	5	Rps8
7.827875038285891e-89	0.8585069451846679	0.201	0.03	2.9568232382117297e-84	6	BC106175
9.249091040343617e-157	0.8552269390192684	0.449	0.086	3.4936591586689948e-152	6	Dbil5
1.6652843261588696e-97	0.853633762715724	0.113	0.009	6.290278485199898e-93	5	Rps3
4.869074613304419e-69	0.8534786943213484	0.317	0.124	1.839195553683478e-64	4	BIRC3
8.87068490333701e-80	0.8514855371146639	0.143	0.021	3.3507238085374887e-75	5	Rps15
8.549889586624894e-70	0.850612858417632	0.145	0.02	3.2295497935558215e-65	6	Sec14l1
2.1996441912750115e-98	0.8338836451065643	0.358	0.139	8.308716003703101e-94	1	NEAT1
4.71386356152231e-63	0.8288399409764464	0.114	0.014	1.780567683093822e-58	6	Tsks
2.1768662514168354e-58	0.8229172681337957	0.131	0.02	8.222676891476813e-54	6	Fam71f1
8.31813486298899e-58	0.8109834757688619	0.101	0.012	3.1420090817968313e-53	6	Cep170
7.803318410300462e-62	0.8034769832590044	0.163	0.029	2.947547463122793e-57	6	Cep85l
8.335860182140859e-69	0.8015810472824892	0.229	0.05	3.148704466600067e-64	6	Hook1
1.0539020358810097e-67	0.7972749910970591	0.159	0.031	3.980904160133338e-63	5	Rpsa
1.0368601937178729e-77	0.7772038798677745	0.177	0.027	3.916532009730521e-73	6	Atp1b3
3.758939025280312e-73	0.7667490822929371	0.127	0.018	1.4198640380191322e-68	5	Eif3f
4.797585497255319e-131	0.7659297142590198	0.515	0.128	1.8121919698782517e-126	6	Eif1
2.248483089545494e-60	0.7652271676728798	0.103	0.011	8.493195174140195e-56	6	Tmem191c
2.216161392768935e-46	0.7608697451839661	0.106	0.016	8.371106428906099e-42	6	Actg2
8.462551225579009e-28	0.7591625323856246	0.103	0.035	3.196559474437959e-23	3	BRWD1
3.3062638913287953e-71	0.7569022108684235	0.256	0.059	1.248875059671626e-66	6	Tpt1
1.1805331208198069e-35	0.7503010357904751	0.102	0.032	4.459227757272657e-31	1	ISG15
1.289566481862051e-55	0.74347740974125	0.111	0.015	4.8710794719375253e-51	6	Ubr7
1.1019391629809915e-59	0.743042762634227	0.153	0.026	4.162354800328099e-55	6	Atp1a4
9.315371168850246e-153	0.7420643192212073	0.422	0.076	3.5186951516098036e-148	6	Gsg1
6.300428560500993e-62	0.7341620421652253	0.105	0.015	2.3798608801580401e-57	5	Rpl3
2.9892941361124845e-50	0.7297416353356712	0.126	0.022	1.1291460740337688e-45	6	Nup153
2.6544401193598426e-57	0.7284298861132896	0.333	0.154	1.0026616662857933e-52	2	NEAT1
8.170915007279875e-62	0.7266491183353962	0.171	0.031	3.086399725699827e-57	6	Osbp2
3.2599977102537246e-63	0.726543597292231	0.101	0.01	1.2313989350941394e-58	6	Atad1
5.388960281682406e-77	0.7203641919264224	0.227	0.054	2.0355719671998953e-72	5	Ubxn6
5.811200511022462e-62	0.7196316852059881	0.109	0.013	2.1950647690285145e-57	6	Prkcq
1.216065771407976e-54	0.7183082093287014	0.118	0.017	4.593445238339348e-50	6	Ace
4.353746212742155e-42	0.7159618310972712	0.13	0.027	1.6445405569390944e-37	6	Sycp1
2.389037932249895e-58	0.7115195735208936	0.235	0.059	9.024112981487528e-54	6	Ubxn6
8.385548153100399e-67	0.7101186310250959	0.103	0.01	3.1674731038706136e-62	6	Atp5g1
6.504554122644085e-59	0.699991664889255	0.182	0.036	2.45696522874635e-54	6	Txndc2
1.8351796410059751e-59	0.6993661812111351	0.139	0.022	6.93202405797187e-55	6	Tssk3
2.3031624879340508e-12	0.6948094792282065	0.26	0.143	8.69973566567329e-8	8	Calm1
2.644146746997819e-41	0.6941046986080648	0.155	0.037	9.98773550743486e-37	6	Spcs2
5.997045615578377e-32	0.6741175764627733	0.116	0.04	2.26526404037242e-27	2	COL3A1
7.304912862306621e-41	0.6720201566513152	0.13	0.027	2.75928473547908e-36	6	Chn2
8.314076270493622e-41	0.6706401365441171	0.142	0.032	3.140476029653556e-36	6	Iqcf1
3.150434447930229e-137	0.6705890539732957	0.498	0.139	1.1900136040166854e-132	5	Odf2
3.2829523009327036e-47	0.6693259360808492	0.177	0.042	1.24006957263131e-42	6	Arl2bp
3.038353150786032e-52	0.6690974149182428	0.15	0.029	1.1476771356464078e-47	6	Lrrc8b
6.1979045113450046e-27	0.6686381902681926	0.121	0.047	2.3411344710703487e-22	2	AKAP12
6.635705160743693e-53	0.665470004915781	0.171	0.036	2.5065049103677152e-48	6	Dcun1d1
1.2195349531230947e-44	0.6636205149556923	0.109	0.018	4.606549378431866e-40	6	Pdpk1
3.9064846240426336e-52	0.6609505987565097	0.107	0.015	1.475596437039624e-47	6	Nsun4
2.2897474368635317e-45	0.6589277102854579	0.136	0.027	8.649062993264618e-41	6	Otub2
5.850131896599964e-51	0.6559905743039872	0.161	0.033	2.2097703213027043e-46	6	Actl9
3.4820332386816485e-66	0.6559846055114442	0.186	0.034	1.315268415247219e-61	6	Acsl1
4.1830491391232004e-35	0.6557362095033841	0.111	0.023	1.5800631513210065e-30	6	Eif3f
2.682323005582788e-58	0.6515632053255933	0.112	0.014	1.0131938688987864e-53	6	Carhsp1
9.397158539137566e-46	0.6493562651138967	0.502	0.227	3.549588694988433e-41	7	Ldhc
1.3271096353330264e-49	0.6377775319810577	0.112	0.021	5.0128912255434404e-45	5	Polb
6.418119780826308e-58	0.6368364372456295	0.163	0.03	2.4243163848115213e-53	6	Spert
1.087743084745434e-22	0.625183203931941	0.118	0.048	4.108731954008927e-18	4	CHI3L2
1.4853342704650703e-34	0.6217536623175173	0.112	0.024	5.61055313982771e-30	6	Polb
6.061607929403449e-19	0.6211162015937597	0.395	0.25	2.289651163173565e-14	7	mt-Rnr2
2.1085585522831955e-83	0.607311142187674	0.258	0.051	7.964658219539314e-79	6	Oaz3
2.197879431891544e-55	0.600846042721399	0.171	0.034	8.302049978083929e-51	6	Clpb
1.1119898677732409e-112	0.5872985906165398	0.376	0.079	4.200319327539863e-108	6	Akap4
4.002650115141382e-69	0.5872225348348552	0.291	0.089	1.5119210279923541e-64	5	Tcp11
7.586769161042624e-37	0.5814220883877488	0.103	0.019	2.86575031520063e-32	6	Prdx4
3.225758568400255e-54	0.5775930255909022	0.194	0.044	1.2184657840418283e-49	6	Iqcf3
8.337050706148891e-36	0.5711621613357604	0.193	0.059	3.149154163233621e-31	6	Rpl18a
1.3273841581494694e-47	0.5706363697667424	0.196	0.059	5.013928180577991e-43	5	Tpt1
1.1171038442584452e-40	0.5697776282822137	0.125	0.025	4.219636350917425e-36	6	Akap1
3.7893476242277104e-39	0.5617660552117936	0.139	0.032	1.431350278099533e-34	6	Atl3
1.7577075481035294e-33	0.5537287184498267	0.118	0.027	6.639388721451461e-29	6	1700024P04Rik
4.321396595457676e-43	0.5516120777386158	0.145	0.032	1.632321136002228e-38	6	Ube2k
2.19892559449934e-103	0.5427290208158526	0.76	0.47	8.306001648102357e-99	3	MT-ATP6
8.76022927510659e-37	0.5396450570540271	0.148	0.037	3.3090014040860125e-32	6	Gpat4
1.4492274609831628e-40	0.5347880065513342	0.107	0.019	5.4741668883717006e-36	6	2810408A11Rik
8.712558515517048e-31	0.5317407225070541	0.128	0.033	3.290994728066255e-26	6	Rnf38
1.2530907898533057e-56	0.5257645532393946	0.177	0.036	4.733299840512891e-52	6	1700029H14Rik
3.210853095403925e-32	0.5033360152534757	0.13	0.033	1.2128355397269247e-27	6	Ube2n
1.902344879609035e-28	0.48138124707476126	0.115	0.029	7.185727313747208e-24	6	H1fnt
2.6619476075481887e-32	0.4771726222512541	0.174	0.053	1.0054974697991772e-27	6	Rplp1
1.3113553651578977e-56	0.4677846736685636	0.389	0.13	4.953382620810927e-52	6	Calm1
2.1345952472073524e-60	0.46331939656597765	0.221	0.05	8.063006627276332e-56	6	Gapdhs
1.080744282043247e-20	0.4555233559041808	0.123	0.041	4.0822953765619566e-16	6	Rpl7
3.736682888522912e-28	0.4554839661737822	0.13	0.036	1.4114572274817595e-23	6	Rps8
2.704366549978475e-32	0.45450794390158133	0.137	0.036	1.0215203769233695e-27	6	1700001C19Rik
4.159508460392809e-31	0.43461737927702637	0.13	0.033	1.5711711307441757e-26	6	Psmf1
0.007642552828397127	0.4333300468648609	0.101	0.06	1	9	1700019M22Rik
2.2157242862806346e-25	0.4280918965442151	0.114	0.031	8.369455346567841e-21	6	1110017D15Rik
7.469101063095793e-25	0.4257835015484158	0.106	0.028	2.8213035445631737e-20	6	Nbr1
9.119133429358766e-26	0.42185081522092627	0.109	0.029	3.444570270271687e-21	6	Agpat3
8.946999808898701e-31	0.41611596445574894	0.141	0.038	3.379550237815306e-26	6	Gabarapl1
3.693364478348337e-26	0.4130500699767282	0.124	0.041	1.3950945644065173e-21	5	Eef1g
3.436852690442309e-16	0.4045449053995541	0.118	0.044	1.2982023667607733e-11	6	Eef1g
2.5373275083249816e-32	0.39506907705832606	0.208	0.081	9.584247197195953e-28	5	Pgk2
1.1052990592136173e-28	0.3918746572398689	0.142	0.041	4.1750461363675966e-24	6	Ccdc91
6.348347476963965e-21	0.3886509471648152	0.137	0.055	2.3979612924735987e-16	5	Fam46c
1.3914204012453246e-29	0.3883732001560173	0.13	0.034	5.255812281623964e-25	6	Ubl4b
6.532926217747063e-23	0.3811950965016132	0.146	0.057	2.467682220229598e-18	5	Nrd1
1.1391381777792981e-20	0.3449768590027643	0.12	0.038	4.302866638925743e-16	6	Spata3
4.8730990606993226e-73	0.34185541656430773	0.385	0.13	1.8407157081979552e-68	5	Eif1
3.50267791182751e-4	0.3276171341618972	0.121	0.063	1	9	Cabs1
1.3333365728623094e-21	0.32168259798822074	0.442	0.246	5.036412236672801e-17	6	mt-Rnr2
2.188835799555607e-33	0.3188803097731927	0.156	0.043	8.267889465661394e-29	6	4933411K16Rik
0.0018049445412525688	0.2982772108315179	0.142	0.084	1	9	Hmgb4
4.9521421403820586e-18	0.278010326373071	0.134	0.05	1.870572650686515e-13	6	Bag1
9.29264743334268e-40	0.2686053930843557	0.265	0.103	3.5101117149965307e-35	5	Akap12
3.8425176674978e-18	0.259043443296574	0.156	0.07	1.451434198543944e-13	5	Ipo5
1.800663049648739e-5	-0.25085900023160246	0.109	0.061	0.6801644537438182	6	Cabs1
6.114924803783684e-8	-0.3109401443638886	0.176	0.106	0.002309790546133211	5	Dbil5
4.367453433075043e-5	-0.3609250244697182	0.187	0.277	1	8	CLU
2.679919266830408e-5	-0.37250703759905623	0.077	0.119	1	4	mt-Rnr1
0.0015820337708829398	-0.4148689684543341	0.099	0.154	1	8	Lyar
0.002034494237217659	-0.4508428275290226	0.065	0.113	1	8	Tcp11
4.226660465071945e-10	-0.525553819209664	0.061	0.122	1.596536457471626e-5	3	mt-Rnr1
3.889721590409821e-6	-0.5591021062581532	0.158	0.251	0.14692645363455015	8	Ldhc
3.1615675693192176e-14	-0.5591241609700834	0.108	0.198	1.194218917958948e-9	3	NEAT1
2.7454325417508162e-11	-0.6355218414751238	0.062	0.123	1.0370322339955357e-6	2	mt-Rnr1
3.384885033852113e-12	-0.6431240466850499	0.191	0.274	1.2785726238369587e-7	2	mt-Rnr2
1.184798129755576e-15	-0.6523275469035226	0.164	0.277	4.4753379755257374e-11	4	mt-Rnr2
1.221634604871722e-6	-0.7610291032434924	0.11	0.184	0.04614480392981956	7	Hsp90aa1
6.731690827339565e-20	-0.7691339657751104	0.091	0.2	2.5427615762109737e-15	4	NEAT1
1.2399036376230884e-5	-0.7713524198920942	0.05	0.117	0.4683488010393692	8	Dbil5
0.0011289497230893236	-0.8570006643515498	0.074	0.105	1	5	Gsg1
3.055181300644402e-43	-0.8678965916718351	0.459	0.528	1.15403363269241e-38	1	MT-ATP6
2.235689011272861e-5	-0.8828627039390918	0.064	0.106	0.8444868102280977	5	Spz1
1.103685750085956e-23	-0.9004464095764236	0.046	0.13	4.1689521837996814e-19	1	mt-Rnr1
0.0037106147897643573	-0.9166918753696873	0.073	0.105	1	6	mt-Co1
3.3927118291234124e-5	-0.9552033580356069	0.045	0.105	1	8	Spz1
8.089070191241107e-9	-0.968421848258558	0.033	0.108	3.0554844833375033e-4	7	mt-Co1
2.389024837714437e-8	-0.9726104578985426	0.081	0.182	9.024063519498743e-4	8	Odf2
2.826469405417881e-33	-0.9977110558265863	0.125	0.284	1.067642288508496e-28	3	mt-Rnr2
8.305695919132208e-8	-1.0059491140541512	0.041	0.124	0.003137310519533809	8	Akap12
2.5431946328735615e-13	-1.043936332504492	0.048	0.16	9.606409086753305e-9	7	BIRC3
3.357213854010757e-23	-1.0555374236467685	0.014	0.101	1.2681203890754832e-18	4	Psma6
3.7896303512471183e-47	-1.0594004889259903	0.13	0.294	1.4314570725765741e-42	1	mt-Rnr2
5.942888864015455e-11	-1.060130450184554	0.058	0.156	2.2448074106045576e-6	7	Calm1
5.6820759756815e-19	-1.0686225137059866	0.026	0.106	2.146290558294173e-14	4	Spata19
4.382247359366998e-11	-1.0728867256942332	0.085	0.278	1.655306295053696e-6	9	CLU
3.1327346673672445e-23	-1.0819814367737324	0.018	0.108	1.1833278659046292e-18	4	Pgk2
4.9251265742237845e-24	-1.1433918487273667	0.018	0.11	1.86036806088155e-19	4	Spata6
5.1675595449156314e-28	-1.143809744340766	0.008	0.103	1.9519422669009815e-23	3	Psma6
2.073610834111443e-9	-1.1643039709276208	0.018	0.107	7.832650203689153e-5	8	Gsg1
1.3416179190727977e-30	-1.1755591078607766	0.009	0.104	5.067693365713679e-26	2	Psma6
4.703245426384641e-28	-1.1771127853615628	0.013	0.103	1.7765568949082705e-23	2	Dynll2
5.32383449915631e-29	-1.179863165261425	0.01	0.11	2.0109720053663133e-24	3	Pgk2
6.600322054586963e-30	-1.189656894935065	0.009	0.102	2.493139649679134e-25	2	D830044I16Rik
2.2729542164144192e-9	-1.2117809399946966	0.046	0.107	8.585629961662186e-5	5	Akap4
5.896406226266607e-40	-1.2133410782825023	0.006	0.106	2.2272495238476856e-35	1	Hspa5
1.0076066296879392e-23	-1.2162851179008487	0.029	0.127	3.806032522320253e-19	4	Dbil5
4.9765343269226685e-37	-1.220432049310838	0.05	0.2	1.8797863113084995e-32	4	Hsp90aa1
1.1942686080153365e-40	-1.2347216197488051	0.007	0.109	4.5111108130563305e-36	1	Psma6
1.691022478669524e-13	-1.247708994450113	0.069	0.289	6.3874992086783926e-9	9	NDRG1
8.870292142186954e-7	-1.2482401566972567	0.061	0.14	0.03350575450868278	8	Smcp
2.7660680506837163e-32	-1.2614648022815005	0.012	0.114	1.0448268847847601e-27	2	Spata6
3.6089743866311793e-31	-1.2635425682655097	0.014	0.126	1.3632178950621954e-26	4	Tcp11
6.482856703186048e-34	-1.2662867144917485	0.008	0.112	2.448769462494466e-29	2	Pgk2
6.581053471368664e-20	-1.2676448559398827	0.043	0.195	2.4858613277400854e-15	7	NEAT1
4.798509458099078e-27	-1.2780117008581247	0.056	0.199	1.8125409776077648e-22	5	NEAT1
2.0636414156189634e-31	-1.2866242245622597	0.008	0.113	7.794992719217511e-27	3	Spata6
2.967639805577539e-20	-1.293544793975436	0.084	0.246	1.1209665837608038e-15	7	IGHM
1.0360276343388719e-15	-1.2968928775208255	0.038	0.159	3.913387183188221e-11	7	Lyar
6.156410203171244e-32	-1.2988372369958396	0.019	0.137	2.325460826043874e-27	4	Akap12
2.6728622640342833e-50	-1.3171101897812398	0.039	0.182	1.0096202629936699e-45	1	BIRC3
1.3888812053100946e-34	-1.3234539606796045	0.036	0.17	5.24622097681782e-30	4	Lyar
1.3440254448904808e-43	-1.3295703274484147	0.003	0.108	5.076787312984813e-39	1	D830044I16Rik
3.3145049285980175e-29	-1.33204208197291	0.006	0.103	1.2519879466793291e-24	3	Dynll2
1.7097287195249349e-7	-1.33489083182566	0.086	0.142	0.0064581582922615365	5	Smcp
1.6778720930824338e-47	-1.3439677093697036	0.004	0.118	6.337826257200277e-43	1	Pgk2
3.5269838230682427e-34	-1.3545135108652118	0.035	0.168	1.3322475994875675e-29	4	Calm1
1.3526228090180513e-24	-1.3656948948468464	0.02	0.115	5.1092621365038854e-20	4	Spz1
9.435092400340778e-33	-1.3664154771004127	0.01	0.111	3.563917452380722e-28	2	Spata19
3.674079276897773e-27	-1.3693548312360648	0.027	0.135	1.387809965262596e-22	4	Actb
1.3575560607463338e-39	-1.3695790266883283	0.006	0.103	5.127896508257127e-35	1	Hils1
3.241895794865729e-8	-1.3760919773865956	0.025	0.105	0.0012245612985946318	8	Akap4
5.997404058968048e-38	-1.3863293083210064	0.031	0.17	2.2653994351940005e-33	3	Calm1
2.6446215939962802e-39	-1.3933041418818335	0.011	0.13	9.98952914700215e-35	2	Tcp11
1.9141130907050243e-31	-1.3949763589032513	0.006	0.11	7.230179377520088e-27	3	Spata19
3.447954326801674e-36	-1.3950918883983594	0.009	0.128	1.3023957878627963e-31	3	Tcp11
1.6840643345568893e-44	-1.4170081302613773	0.003	0.11	6.361216210921738e-40	1	Dynll2
1.048094453998673e-40	-1.42491822008419	0.005	0.104	3.958967181089188e-36	1	Odf1
2.0593352817021667e-41	-1.4262042914056043	0.013	0.141	7.778727159573595e-37	2	Akap12
2.2609027378860537e-26	-1.4264550707293429	0.02	0.117	8.540107911816991e-22	3	mt-Co1
6.903295584022725e-26	-1.4269276324246023	0.018	0.116	2.607581840952904e-21	4	Gsg1
1.51725330413901e-66	-1.4279684481367863	0.158	0.54	5.731120905724282e-62	7	MT-ATP6
1.3003225367508778e-23	-1.4340273023615553	0.038	0.196	4.91170831806909e-19	6	NEAT1
1.8084510885238935e-49	-1.444578775245675	0.083	0.274	6.831062296681303e-45	4	Ldhc
4.1096214370233045e-52	-1.448212229916078	0.009	0.136	1.5523273054068127e-47	1	Tcp11
2.2197621409889368e-48	-1.4493758426855605	0.005	0.121	8.384707535157511e-44	1	Spata6
1.0403601187224697e-42	-1.4604164879126917	0.003	0.106	3.929752276450385e-38	1	2610318N02Rik
6.656227252431177e-43	-1.4689386926921677	0.039	0.2	2.5142567200608286e-38	4	Odf2
1.0251657869399845e-29	-1.4883661345127779	0.074	0.287	3.8723587270084034e-25	7	CLU
4.506297180679313e-33	-1.4888458945227732	0.014	0.119	1.702163634057997e-28	2	Spz1
3.7189595007221465e-45	-1.4935367501805121	0.031	0.176	1.4047625722077763e-40	2	BIRC3
3.249332044002863e-30	-1.49924209645425	0.008	0.102	1.2273701929812015e-25	2	Hmgb4
2.4234764812514985e-24	-1.5031797022213713	0.02	0.115	9.154197712631285e-20	4	Akap4
1.2616881265109775e-38	-1.509036399730111	0.033	0.178	4.765774560269915e-34	4	Eif1
